handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_b32f4993-f57d-7ad7-8fcb-7cc5df4eef50,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3ee34b36-6cb2-e449-a160-a27dde689662,Product,Altho,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_7ed1176e2d834e9a8ae839658cefd41d~mv2.jpg;522d56_d6bbea294d15402eb465a5da8f3b5280~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3ee34b36-6cb2-e449-a160-a27dde689662,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f908f501-2af2-3fd7-f80c-a8ed4785711e,Product,Depno,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_e6ca2b9f0d15417f91c9c386f36316a0~mv2.jpg;522d56_0e164277a6d74018ba553d1ae92c515b~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f908f501-2af2-3fd7-f80c-a8ed4785711e,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c20f75b4-1cb1-557b-ac27-b400d4b58870,Product,Lenda,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_c0985153e56a4dc7b365890c5c2e41e3~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c20f75b4-1cb1-557b-ac27-b400d4b58870,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ad3e0616-2690-cf21-d585-f0a3fbe6ae2c,Product,Felia,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_9cb49216e2264a889ea72d787c1d9108~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ad3e0616-2690-cf21-d585-f0a3fbe6ae2c,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ca26fbe-907d-1184-8b45-0b3117a7953d,Product,Toru,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_ac4db2dc5f0148feb7fc3d31b80c4026~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ca26fbe-907d-1184-8b45-0b3117a7953d,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b5e2ba1d-e2d0-1a20-d160-413d30288706,Product,Agata,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_267f6ff61c0044ca8a47d881d6250e49~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b5e2ba1d-e2d0-1a20-d160-413d30288706,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_63f9eb62-6081-7a7a-f52c-90fb34baf63a,Product,Agera,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_d09a348f946e400dadd8ddc64d7ed69c~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_63f9eb62-6081-7a7a-f52c-90fb34baf63a,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8b191029-b848-ce53-e85d-609a48a57023,Product,Cathra,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_ccbd149142754daf939586dc96ff2df6~mv2.jpg;522d56_32f4f9e1be9542f4b7262da12e6bc5b1~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8b191029-b848-ce53-e85d-609a48a57023,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ae610872-ec3d-e6ee-8fb0-43752b68b4de,Product,Voca,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_1e60562e91434d3c921ee778444054b5~mv2.jpg;522d56_4a234977b35240aeadb9368c1ab6b66e~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ae610872-ec3d-e6ee-8fb0-43752b68b4de,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2dd541ad-b3fa-8752-f858-2cf0a11228d6,Product,Ascua,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_e24885abea1446fe935b8a6d6f3add1d~mv2.jpg;522d56_0400f96a68f84bb381690d8c0b516f0a~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2dd541ad-b3fa-8752-f858-2cf0a11228d6,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eb75cec5-c7f5-b9af-2d95-3bf99f63ceee,Product,Leirra,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_5b4cb9bd77b84188820e072ae864b512~mv2.jpg;522d56_b3182143adcf4ef7987f7bbf85c925f3~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eb75cec5-c7f5-b9af-2d95-3bf99f63ceee,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_98f42bd4-588a-0e4a-7e6e-1f1d6776a975,Product,Lercha,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_9cceee6429824b798809a12a74649629~mv2.jpg;522d56_f4d4a4e31973405c9b1d5402d1afcb19~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_98f42bd4-588a-0e4a-7e6e-1f1d6776a975,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3fa1397b-d02b-7cd9-90c7-150502a8dc4e,Product,Alamo,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_ea7370ab4fc24a6ea09add8c0cad3930~mv2.jpg;522d56_b385df5fcfa040d7a78f72dcb2be512c~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3fa1397b-d02b-7cd9-90c7-150502a8dc4e,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f5d45d2b-0c96-c758-ada2-a61255ae2211,Product,Albo,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_ce76397491674ec2ac1936f7f6bec736~mv2.jpg;522d56_455c40947ac64b3486f68ed4b023bb06~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f5d45d2b-0c96-c758-ada2-a61255ae2211,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_33d01337-ebde-6c8c-8ac2-a4e0eb957d93,Product,Noide,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_23e7e5345d83467db0aac5202b2f46ad~mv2.jpg;522d56_1db287a182304091b089e75cc3e5f178~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_33d01337-ebde-6c8c-8ac2-a4e0eb957d93,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_537cac75-a1a9-1690-8f4c-ca07476c4e69,Product,Uhtara,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_5ee140ae775845b5acb44b2550e86cf1~mv2.jpg;522d56_c9f22f37279046898a4fd6f2ac577c90~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_537cac75-a1a9-1690-8f4c-ca07476c4e69,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e92e3155-27b0-9fa4-5d82-fe3376c097ec,Product,Mucka,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_f713188179ab4d87852134f197f86dde~mv2.jpg;522d56_9364c90474d14c10b04acaf150e8f3ae~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e92e3155-27b0-9fa4-5d82-fe3376c097ec,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1f1efe51-89c8-f630-6c3d-eecb8fe0dcaa,Product,Madra,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_ad3e4b6629004d6ea8b948862a1e701b~mv2.jpg;522d56_5d75f4a419db4754abf53e05a8b6d37f~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1f1efe51-89c8-f630-6c3d-eecb8fe0dcaa,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c7a4895c-adf5-23ea-a6e0-a159955f92d9,Product,Naltra,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_f0a8dd37f4bd41afbcf65c0da975f208~mv2.jpg;522d56_2a82f1f69c7c4fe897862ac8f1d11a01~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c7a4895c-adf5-23ea-a6e0-a159955f92d9,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_046ff5a1-1751-5285-8436-713a9b1bbcd4,Product,Bivou,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_570e8348545046dc805f0a9ac861535b~mv2.jpg;522d56_a9c2cff216914ee08a79d44c67666e38~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_046ff5a1-1751-5285-8436-713a9b1bbcd4,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_16fdbaee-c895-b3ab-a2b7-488ea5de359c,Product,Leido,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_b0a071b924be4775a5817be008986356~mv2.jpg;522d56_6001a1eb972a4e0094593d62b8fca5c7~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_16fdbaee-c895-b3ab-a2b7-488ea5de359c,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_aa492cc5-b972-eb9e-be6c-db48e954033b,Product,Orbi,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_612a1bc55f3447c58d4e4ac07e818c6d~mv2.jpg;522d56_6f0b0d8d3a1942f49892bad6f73dc4ef~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_aa492cc5-b972-eb9e-be6c-db48e954033b,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f41d2656-e060-9b1a-71d9-cea1d5b12847,Product,Fortu,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_6993b25a11cc4236a840fe8aa69c149e~mv2.jpg;522d56_94a72b2eac894197b82abdf7e7b344d0~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f41d2656-e060-9b1a-71d9-cea1d5b12847,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8594b8ca-8c3f-7737-d94a-f2a6e82eac69,Product,Asle,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_dfb3df0a38874552930691e97912296f~mv2.jpg;522d56_c4e6c32fcc424820916b3aff5289c922~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8594b8ca-8c3f-7737-d94a-f2a6e82eac69,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f20e8ca5-9fdb-b312-6d81-0d3872fb05d3,Product,Fulge,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_f738d242c9554bfb8ccf879a957cb1aa~mv2.jpg;522d56_5a3d62292374436e92b85d57b2551d29~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f20e8ca5-9fdb-b312-6d81-0d3872fb05d3,Variant,,,,,,,,,true,,,0,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0d130b29-3823-70ae-f8c6-403e5b646733,Product,Senra,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_9e49d993a74a4170a8ea4f3c1de7335d~mv2.jpg;522d56_d7da2984092f42a8922d7d3b9376b29e~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0d130b29-3823-70ae-f8c6-403e5b646733,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_77cb0fe8-be9f-b75e-d592-43d696c5de31,Product,Laoch,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_a3844afd2c6d4c949da312c5f1f51030~mv2.jpg;522d56_aebaa325cd844e8c9ad748afd7a84133~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_77cb0fe8-be9f-b75e-d592-43d696c5de31,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1818e86d-f1e8-d0af-6605-097f0a721044,Product,Aite,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_050975ed8c2841c197294e93e64e4cf8~mv2.jpg;522d56_bb299945088a4d64af565034bcb43584~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1818e86d-f1e8-d0af-6605-097f0a721044,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c5e422d9-00d4-f4f4-8b41-bfdd13ef2813,Product,Adua,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_991771e0c52d448a9a24a6f56db8bcf5~mv2.jpg;522d56_873965df25e5410f8564dd03acfc4c59~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c5e422d9-00d4-f4f4-8b41-bfdd13ef2813,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_351cf977-5e25-5812-00f0-fd9062ecf2c4,Product,Tasca,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_e98db76d99a14afbb430ffec2a1a7a33~mv2.jpg;522d56_2c898c6f39d646e4ad2f5924714e3461~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_351cf977-5e25-5812-00f0-fd9062ecf2c4,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fc0b5913-c448-925c-28e3-ff366a253392,Product,Tellu,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_5a79f4d879414e4db3c64a16f3613e34~mv2.jpg;522d56_97d1207a758047569f1ed1a29bb303d1~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fc0b5913-c448-925c-28e3-ff366a253392,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2ab5a928-9c0c-bb83-d6d5-283fdb61c6f4,Product,Yuflo,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_a4870fd4d98a4b52bd126a3aca9921f0~mv2.jpg;522d56_7c8a92e2b15f472d8d6945a54f8c6070~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2ab5a928-9c0c-bb83-d6d5-283fdb61c6f4,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_30e78a11-a2a5-83cb-c267-abe30e6175d5,Product,Feyra,"<p>This Mini Mandala is a limited, hand painted, one of a kind work of art. Its unique laser etched design in engraved into a wooden MDF material then airbrushed, painted, and then covered with 3 coats of crystal clear enamel. They are water resistant but not proof. Great for your alter or those small places on your wall that could use some extra color.</p>",522d56_4d9d53e0c58444a996ec7992c61af040~mv2.jpg;522d56_2b41e668882e4a40bf8192578fc9b262~mv2.jpg,Mini Mandalas,,,30.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_30e78a11-a2a5-83cb-c267-abe30e6175d5,Variant,,,,,,,,,true,,,1,,,,,4 in (10 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
